Participant, Trial, Date, Time, Milliseconds Since Trial Start, X Rotation (Deg), Y Rotation (Deg), Z Rotation (Deg), 
90, 7, 27/11/2018, 11:59:52, 66.262999999977, 0.078314810312063, -0.014690205690226, -0.041782614995212, 
90, 7, 27/11/2018, 11:59:52, 99.759999999951, 0.023405390438851, 0.014044148298345, -0.025244632046278, 
90, 7, 27/11/2018, 11:59:52, 132.95999999996, 0.081473467572417, 0.0031825017399942, -0.010337286073376, 
90, 7, 27/11/2018, 11:59:52, 166.272, 0.11284670649328, -0.05433991696826, -0.034589915756253, 
90, 7, 27/11/2018, 11:59:52, 199.53399999999, 0.10144164451169, -0.063749227427798, -0.034678242796771, 
90, 7, 27/11/2018, 11:59:52, 233.11900000001, 0.073090897524365, -0.027085210190706, -0.040191661759738, 
90, 7, 27/11/2018, 11:59:52, 266.125, 0.078233990829395, -0.054798237751712, -0.044410119589685, 
90, 7, 27/11/2018, 11:59:52, 299.571, 0.076417552492735, -0.073372352449911, -0.058105708925241, 
90, 7, 27/11/2018, 11:59:52, 333.02499999997, 0.099486330959502, -0.059255922144577, -0.060237126840895, 
90, 7, 27/11/2018, 11:59:52, 366.53399999999, 0.082701906753178, -0.0086084750992068, -0.079585728163749, 
90, 7, 27/11/2018, 11:59:53, 399.77999999997, 0.053460737008328, -0.013750440218332, -0.13773179964429, 
90, 7, 27/11/2018, 11:59:53, 433.04300000001, 0.047843656756619, -0.087908704196292, -0.14638168700679, 
90, 7, 27/11/2018, 11:59:53, 466.44099999999, 0.077514829059169, -0.082793698608894, -0.12041103982062, 
90, 7, 27/11/2018, 11:59:53, 499.54199999996, 0.11268729891387, -0.084810917995056, -0.13609620361895, 
90, 7, 27/11/2018, 11:59:53, 532.82699999999, 0.073942064942694, -0.096871903199929, -0.17577156518861, 
90, 7, 27/11/2018, 11:59:53, 566.61699999997, 0.062146452957255, -0.080861084840473, -0.17852364195864, 
90, 7, 27/11/2018, 11:59:53, 599.65899999999, 0.041165825229911, -0.092664784928955, -0.16033080518846, 
90, 7, 27/11/2018, 11:59:53, 633.21999999997, 0.046014921839305, -0.12253414052995, -0.14587574207434, 
90, 7, 27/11/2018, 11:59:53, 666.41999999998, 0.025025366838261, -0.11127143772805, -0.15102854609241, 
90, 7, 27/11/2018, 11:59:53, 699.674, 0.017743853302583, -0.076709168245919, -0.16544215187614, 
90, 7, 27/11/2018, 11:59:53, 732.989, 0.061668095094792, -0.050816331178421, -0.17663227135283, 
90, 7, 27/11/2018, 11:59:53, 766.46599999996, 0.042818207870377, -0.027906174397945, -0.18404710280871, 
90, 7, 27/11/2018, 11:59:53, 799.87899999996, 0.037675741436902, -0.0071177138695191, -0.17282394292771, 
90, 7, 27/11/2018, 11:59:53, 833.04300000001, -0.016133893612561, -0.0076325844711604, -0.14827199621728, 
90, 7, 27/11/2018, 11:59:53, 866.087, -0.021666078793516, -0.034727358241249, -0.16344377820711, 
90, 7, 27/11/2018, 11:59:53, 899.815, 0.0013362514653288, -0.012576823185718, -0.072368316554589, 
90, 7, 27/11/2018, 11:59:53, 933.01799999998, 0.0040361835934917, -0.004937624999684, -0.10392411400702, 
90, 7, 27/11/2018, 11:59:53, 966.41899999999, 0.057079447612467, -0.025019338276981, -0.056694675471889, 
90, 7, 27/11/2018, 11:59:53, 999.81199999998, 0.075152748935435, -0.033911204119911, -0.019239351525079, 
90, 7, 27/11/2018, 11:59:53, 1032.971, 0.02244405789546, -0.046030441505216, -0.0021897963870714, 
90, 7, 27/11/2018, 11:59:53, 1066.551, 0.0034450517570406, -0.036905320075349, 0.014370632565139, 
90, 7, 27/11/2018, 11:59:53, 1099.696, 0.060866609790318, -0.080105051040209, 0.050500336751578, 
90, 7, 27/11/2018, 11:59:53, 1132.86, 0.10174996483971, -0.032570172005546, 0.060580899094133, 
90, 7, 27/11/2018, 11:59:53, 1166.334, 0.018831512325411, -0.013675555203619, -0.0018573435054954, 
90, 7, 27/11/2018, 11:59:53, 1199.695, 0.067610147096939, -0.013131853638125, -0.0010999095917108, 
90, 7, 27/11/2018, 11:59:53, 1232.946, 0.10341589406689, 0.012905279078621, 0.056981262919006, 
90, 7, 27/11/2018, 11:59:53, 1266.313, 0.14528850618163, 0.0087493644590428, 0.057691264728371, 
90, 7, 27/11/2018, 11:59:53, 1299.72, 0.11802596069297, -0.019332495615665, 0.053013030015414, 
90, 7, 27/11/2018, 11:59:53, 1333.056, 0.091962479780019, -0.026423828992046, 0.085014826334335, 
90, 7, 27/11/2018, 11:59:53, 1366.297, 0.070370233114049, 0.0011463134759069, 0.10524692224205, 
90, 7, 27/11/2018, 11:59:54, 1399.582, 0.080039001219259, -0.026488735310249, 0.10565991104363, 
90, 7, 27/11/2018, 11:59:54, 1432.889, 0.059497848152329, -0.059140702331939, 0.12214387057328, 
90, 7, 27/11/2018, 11:59:54, 1466.404, 0.052121997529782, -0.047542004472381, 0.13097916473817, 
90, 7, 27/11/2018, 11:59:54, 1499.708, 0.022569894731159, -0.028791426535108, 0.070089560599058, 
90, 7, 27/11/2018, 11:59:54, 1532.987, 0.064964862821885, -0.085335660510788, 0.091533082397983, 
90, 7, 27/11/2018, 11:59:54, 1566.402, 0.055221049959083, -0.02923625740147, 0.063696704332529, 
90, 7, 27/11/2018, 11:59:54, 1599.522, 0.063963764644344, 0.023966362791435, 0.042336276852759, 
90, 7, 27/11/2018, 11:59:54, 1633.258, 0.081966966852463, 0.075040538686144, 0.032794102317162, 
