Participant, Trial, Date, Time, Reference Orientation, Submitted Orientation, Rotations (Relative to Reference Orientation), Heading File, Gyroscope File, Accelerometer File
20, 1, 26/09/2018, 16:07:13, 176.0057220459, 198.72508239746, 90.779486321118, heading_data_20_trial_1_on_26-09-2018_16-07-13.csv, gyroscope_data_20_trial_1_on_26-09-2018_16-07-13.csv, accelerometer_data_20_trial_1_on_26-09-2018_16-07-13.csv
20, 2, 26/09/2018, 16:08:05, 176.0057220459, 169.96949768066, 90 > -212.74582530646, heading_data_20_trial_2_on_26-09-2018_16-08-05.csv, gyroscope_data_20_trial_2_on_26-09-2018_16-08-05.csv, accelerometer_data_20_trial_2_on_26-09-2018_16-08-05.csv
20, 3, 26/09/2018, 16:08:34, 176.0057220459, 171.85615539551, 120.086504554, heading_data_20_trial_3_on_26-09-2018_16-08-34.csv, gyroscope_data_20_trial_3_on_26-09-2018_16-08-34.csv, accelerometer_data_20_trial_3_on_26-09-2018_16-08-34.csv
20, 4, 26/09/2018, 16:09:13, 176.0057220459, 159.41549682617, 300.78414652633, heading_data_20_trial_4_on_26-09-2018_16-09-13.csv, gyroscope_data_20_trial_4_on_26-09-2018_16-09-13.csv, accelerometer_data_20_trial_4_on_26-09-2018_16-09-13.csv
20, 5, 26/09/2018, 16:09:54, 176.0057220459, 134.96728515625, 144.96380418991 > -230.49792305508, heading_data_20_trial_5_on_26-09-2018_16-09-54.csv, gyroscope_data_20_trial_5_on_26-09-2018_16-09-54.csv, accelerometer_data_20_trial_5_on_26-09-2018_16-09-54.csv
20, 6, 26/09/2018, 16:10:31, 176.0057220459, 226.28460693359, 229.70785224437 > -130.48402454363, heading_data_20_trial_6_on_26-09-2018_16-10-31.csv, gyroscope_data_20_trial_6_on_26-09-2018_16-10-31.csv, accelerometer_data_20_trial_6_on_26-09-2018_16-10-31.csv
20, 7, 26/09/2018, 16:11:49, 176.0057220459, 157.46113586426, -225 > 290.50663207671 > 60.093229713834, heading_data_20_trial_7_on_26-09-2018_16-11-49.csv, gyroscope_data_20_trial_7_on_26-09-2018_16-11-49.csv, accelerometer_data_20_trial_7_on_26-09-2018_16-11-49.csv
20, 8, 26/09/2018, 16:12:40, 176.0057220459, 35.154846191406, -290.55604521958 > 265.94446288982 > -70.756814756252, heading_data_20_trial_8_on_26-09-2018_16-12-40.csv, gyroscope_data_20_trial_8_on_26-09-2018_16-12-40.csv, accelerometer_data_20_trial_8_on_26-09-2018_16-12-40.csv
20, 9, 26/09/2018, 16:13:41, 176.0057220459, 101.28031158447, -200.97349342132 > 310.61188586371 > -189.06926770225, heading_data_20_trial_9_on_26-09-2018_16-13-41.csv, gyroscope_data_20_trial_9_on_26-09-2018_16-13-41.csv, accelerometer_data_20_trial_9_on_26-09-2018_16-13-41.csv
20, 10, 26/09/2018, 16:15:05, 176.0057220459, 183.95169067383, 90.535458985565, heading_data_20_trial_10_on_26-09-2018_16-15-05.csv, gyroscope_data_20_trial_10_on_26-09-2018_16-15-05.csv, accelerometer_data_20_trial_10_on_26-09-2018_16-15-05.csv
20, 11, 26/09/2018, 16:15:29, 176.0057220459, 102.09136199951, -120.74534928177, heading_data_20_trial_11_on_26-09-2018_16-15-29.csv, gyroscope_data_20_trial_11_on_26-09-2018_16-15-29.csv, accelerometer_data_20_trial_11_on_26-09-2018_16-15-29.csv
20, 12, 26/09/2018, 16:16:07, 176.0057220459, 265.93954467773, 225.97102193108, heading_data_20_trial_12_on_26-09-2018_16-16-07.csv, gyroscope_data_20_trial_12_on_26-09-2018_16-16-07.csv, accelerometer_data_20_trial_12_on_26-09-2018_16-16-07.csv
20, 13, 26/09/2018, 16:16:51, 176.0057220459, 260.62139892578, 223.090847567, heading_data_20_trial_13_on_26-09-2018_16-16-51.csv, gyroscope_data_20_trial_13_on_26-09-2018_16-16-51.csv, accelerometer_data_20_trial_13_on_26-09-2018_16-16-51.csv
20, 14, 26/09/2018, 16:17:33, 176.0057220459, 232.10034179688, 300.19985807114, heading_data_20_trial_14_on_26-09-2018_16-17-33.csv, gyroscope_data_20_trial_14_on_26-09-2018_16-17-33.csv, accelerometer_data_20_trial_14_on_26-09-2018_16-17-33.csv
20, 15, 26/09/2018, 16:18:22, 176.0057220459, 196.47314453125, 325.162083194 > -201.28354338889, heading_data_20_trial_15_on_26-09-2018_16-18-22.csv, gyroscope_data_20_trial_15_on_26-09-2018_16-18-22.csv, accelerometer_data_20_trial_15_on_26-09-2018_16-18-22.csv
20, 16, 26/09/2018, 16:19:05, 176.0057220459, 192.99182128906, 227.489552922 > -130.21593754308, heading_data_20_trial_16_on_26-09-2018_16-19-05.csv, gyroscope_data_20_trial_16_on_26-09-2018_16-19-05.csv, accelerometer_data_20_trial_16_on_26-09-2018_16-19-05.csv
20, 17, 26/09/2018, 16:19:47, 176.0057220459, 14.540574073792, -225.71615994547 > 290.81215437657, heading_data_20_trial_17_on_26-09-2018_16-19-47.csv, gyroscope_data_20_trial_17_on_26-09-2018_16-19-47.csv, accelerometer_data_20_trial_17_on_26-09-2018_16-19-47.csv
20, 18, 26/09/2018, 16:21:02, 176.0057220459, 59.046852111816, -281.30993247402 > 432.47628390778, heading_data_20_trial_18_on_26-09-2018_16-21-02.csv, gyroscope_data_20_trial_18_on_26-09-2018_16-21-02.csv, accelerometer_data_20_trial_18_on_26-09-2018_16-21-02.csv
