Participant, Trial, Date, Time, Reference Orientation, Submitted Orientation, Rotations (Relative to Reference Orientation), Heading File, Gyroscope File, Accelerometer File
37, 1, 12/09/2018, 11:35:37, 172.06852722168, 192.26397705078, 90.779486321118, heading_data_37_trial_1_on_12-09-2018_11-35-37.csv, gyroscope_data_37_trial_1_on_12-09-2018_11-35-37.csv, accelerometer_data_37_trial_1_on_12-09-2018_11-35-37.csv
37, 2, 12/09/2018, 11:36:18, 172.06852722168, 93.381118774414, 90 > -212.74582530646, heading_data_37_trial_2_on_12-09-2018_11-36-18.csv, gyroscope_data_37_trial_2_on_12-09-2018_11-36-18.csv, accelerometer_data_37_trial_2_on_12-09-2018_11-36-18.csv
37, 3, 12/09/2018, 11:37:09, 172.06852722168, 228.87422180176, 120.086504554, heading_data_37_trial_3_on_12-09-2018_11-37-09.csv, gyroscope_data_37_trial_3_on_12-09-2018_11-37-09.csv, accelerometer_data_37_trial_3_on_12-09-2018_11-37-09.csv
37, 4, 12/09/2018, 11:37:44, 172.06852722168, 5.0317935943604, 300.78414652633, heading_data_37_trial_4_on_12-09-2018_11-37-44.csv, gyroscope_data_37_trial_4_on_12-09-2018_11-37-44.csv, accelerometer_data_37_trial_4_on_12-09-2018_11-37-44.csv
37, 5, 12/09/2018, 11:38:33, 172.06852722168, 179.95306396484, 144.96380418991 > -230.49792305508, heading_data_37_trial_5_on_12-09-2018_11-38-33.csv, gyroscope_data_37_trial_5_on_12-09-2018_11-38-33.csv, accelerometer_data_37_trial_5_on_12-09-2018_11-38-33.csv
37, 6, 12/09/2018, 11:39:05, 172.06852722168, 299.34637451172, 229.70785224437 > -130.48402454363, heading_data_37_trial_6_on_12-09-2018_11-39-05.csv, gyroscope_data_37_trial_6_on_12-09-2018_11-39-05.csv, accelerometer_data_37_trial_6_on_12-09-2018_11-39-05.csv
37, 7, 12/09/2018, 11:40:13, 172.06852722168, 189.35931396484, -225 > 290.50663207671 > 60.093229713834, heading_data_37_trial_7_on_12-09-2018_11-40-13.csv, gyroscope_data_37_trial_7_on_12-09-2018_11-40-13.csv, accelerometer_data_37_trial_7_on_12-09-2018_11-40-13.csv
37, 8, 12/09/2018, 11:40:57, 172.06852722168, 109.46141052246, -290.55604521958 > 265.94446288982 > -70.756814756252, heading_data_37_trial_8_on_12-09-2018_11-40-57.csv, gyroscope_data_37_trial_8_on_12-09-2018_11-40-57.csv, accelerometer_data_37_trial_8_on_12-09-2018_11-40-57.csv
37, 9, 12/09/2018, 11:41:54, 172.06852722168, 169.81414794922, -200.97349342132 > 310.61188586371 > -189.06926770225, heading_data_37_trial_9_on_12-09-2018_11-41-54.csv, gyroscope_data_37_trial_9_on_12-09-2018_11-41-54.csv, accelerometer_data_37_trial_9_on_12-09-2018_11-41-54.csv
37, 10, 12/09/2018, 11:43:44, 172.06852722168, 217.63432312012, 90.535458985565, heading_data_37_trial_10_on_12-09-2018_11-43-44.csv, gyroscope_data_37_trial_10_on_12-09-2018_11-43-44.csv, accelerometer_data_37_trial_10_on_12-09-2018_11-43-44.csv
37, 11, 12/09/2018, 11:44:29, 172.06852722168, 90.889602661133, -120.74534928177, heading_data_37_trial_11_on_12-09-2018_11-44-29.csv, gyroscope_data_37_trial_11_on_12-09-2018_11-44-29.csv, accelerometer_data_37_trial_11_on_12-09-2018_11-44-29.csv
37, 12, 12/09/2018, 11:45:02, 172.06852722168, 354.01147460938, 225.97102193108, heading_data_37_trial_12_on_12-09-2018_11-45-02.csv, gyroscope_data_37_trial_12_on_12-09-2018_11-45-02.csv, accelerometer_data_37_trial_12_on_12-09-2018_11-45-02.csv
37, 13, 12/09/2018, 11:45:43, 172.06852722168, 288.30120849609, 223.090847567, heading_data_37_trial_13_on_12-09-2018_11-45-43.csv, gyroscope_data_37_trial_13_on_12-09-2018_11-45-43.csv, accelerometer_data_37_trial_13_on_12-09-2018_11-45-43.csv
37, 14, 12/09/2018, 11:46:22, 172.06852722168, 314.47967529297, 300.19985807114, heading_data_37_trial_14_on_12-09-2018_11-46-22.csv, gyroscope_data_37_trial_14_on_12-09-2018_11-46-22.csv, accelerometer_data_37_trial_14_on_12-09-2018_11-46-22.csv
37, 15, 12/09/2018, 11:47:20, 172.06852722168, 166.24072265625, 325.162083194 > -201.28354338889, heading_data_37_trial_15_on_12-09-2018_11-47-20.csv, gyroscope_data_37_trial_15_on_12-09-2018_11-47-20.csv, accelerometer_data_37_trial_15_on_12-09-2018_11-47-20.csv
37, 16, 12/09/2018, 11:48:05, 172.06852722168, 111.96717071533, 227.489552922 > -130.21593754308, heading_data_37_trial_16_on_12-09-2018_11-48-05.csv, gyroscope_data_37_trial_16_on_12-09-2018_11-48-05.csv, accelerometer_data_37_trial_16_on_12-09-2018_11-48-05.csv
37, 17, 12/09/2018, 11:49:00, 172.06852722168, 143.6205291748, -225.71615994547 > 290.81215437657, heading_data_37_trial_17_on_12-09-2018_11-49-00.csv, gyroscope_data_37_trial_17_on_12-09-2018_11-49-00.csv, accelerometer_data_37_trial_17_on_12-09-2018_11-49-00.csv
37, 18, 12/09/2018, 11:49:48, 172.06852722168, 162.85302734375, -281.30993247402 > 432.47628390778, heading_data_37_trial_18_on_12-09-2018_11-49-48.csv, gyroscope_data_37_trial_18_on_12-09-2018_11-49-48.csv, accelerometer_data_37_trial_18_on_12-09-2018_11-49-48.csv
