Participant, Trial, Date, Time, Reference Orientation, Submitted Orientation, Rotations (Relative to Reference Orientation), Heading File, Gyroscope File, Accelerometer File
59, 1, 19/10/2018, 15:49:06, 98.49242401123, 65.631561279297, 90.779486321118, heading_data_59_trial_1_on_19-10-2018_15-49-06.csv, gyroscope_data_59_trial_1_on_19-10-2018_15-49-06.csv, accelerometer_data_59_trial_1_on_19-10-2018_15-49-06.csv
59, 2, 19/10/2018, 15:49:43, 98.49242401123, 78.012222290039, 90 > -212.74582530646, heading_data_59_trial_2_on_19-10-2018_15-49-43.csv, gyroscope_data_59_trial_2_on_19-10-2018_15-49-43.csv, accelerometer_data_59_trial_2_on_19-10-2018_15-49-43.csv
59, 3, 19/10/2018, 15:50:12, 98.49242401123, 101.59555053711, 120.086504554, heading_data_59_trial_3_on_19-10-2018_15-50-12.csv, gyroscope_data_59_trial_3_on_19-10-2018_15-50-12.csv, accelerometer_data_59_trial_3_on_19-10-2018_15-50-12.csv
59, 4, 19/10/2018, 15:50:47, 98.49242401123, 29.263429641724, 300.78414652633, heading_data_59_trial_4_on_19-10-2018_15-50-47.csv, gyroscope_data_59_trial_4_on_19-10-2018_15-50-47.csv, accelerometer_data_59_trial_4_on_19-10-2018_15-50-47.csv
59, 5, 19/10/2018, 15:51:47, 98.49242401123, 71.019401550293, 144.96380418991 > -230.49792305508, heading_data_59_trial_5_on_19-10-2018_15-51-47.csv, gyroscope_data_59_trial_5_on_19-10-2018_15-51-47.csv, accelerometer_data_59_trial_5_on_19-10-2018_15-51-47.csv
59, 6, 19/10/2018, 15:52:27, 98.49242401123, 202.67291259766, 229.70785224437 > -130.48402454363, heading_data_59_trial_6_on_19-10-2018_15-52-27.csv, gyroscope_data_59_trial_6_on_19-10-2018_15-52-27.csv, accelerometer_data_59_trial_6_on_19-10-2018_15-52-27.csv
59, 7, 19/10/2018, 15:53:28, 98.49242401123, 66.220176696777, -225 > 290.50663207671 > 60.093229713834, heading_data_59_trial_7_on_19-10-2018_15-53-28.csv, gyroscope_data_59_trial_7_on_19-10-2018_15-53-28.csv, accelerometer_data_59_trial_7_on_19-10-2018_15-53-28.csv
59, 8, 19/10/2018, 15:54:33, 98.49242401123, 311.65490722656, -290.55604521958 > 265.94446288982 > -70.756814756252, heading_data_59_trial_8_on_19-10-2018_15-54-33.csv, gyroscope_data_59_trial_8_on_19-10-2018_15-54-33.csv, accelerometer_data_59_trial_8_on_19-10-2018_15-54-33.csv
59, 9, 19/10/2018, 15:55:30, 98.49242401123, 335.65994262695, -200.97349342132 > 310.61188586371 > -189.06926770225, heading_data_59_trial_9_on_19-10-2018_15-55-30.csv, gyroscope_data_59_trial_9_on_19-10-2018_15-55-30.csv, accelerometer_data_59_trial_9_on_19-10-2018_15-55-30.csv
59, 10, 19/10/2018, 15:56:30, 98.49242401123, 153.03497314453, 90.535458985565, heading_data_59_trial_10_on_19-10-2018_15-56-30.csv, gyroscope_data_59_trial_10_on_19-10-2018_15-56-30.csv, accelerometer_data_59_trial_10_on_19-10-2018_15-56-30.csv
59, 11, 19/10/2018, 15:57:03, 98.49242401123, 111.0594329834, -120.74534928177, heading_data_59_trial_11_on_19-10-2018_15-57-03.csv, gyroscope_data_59_trial_11_on_19-10-2018_15-57-03.csv, accelerometer_data_59_trial_11_on_19-10-2018_15-57-03.csv
59, 12, 19/10/2018, 15:57:37, 98.49242401123, 81.312568664551, 225.97102193108, heading_data_59_trial_12_on_19-10-2018_15-57-37.csv, gyroscope_data_59_trial_12_on_19-10-2018_15-57-37.csv, accelerometer_data_59_trial_12_on_19-10-2018_15-57-37.csv
59, 13, 19/10/2018, 15:58:07, 98.49242401123, 74.871078491211, 223.090847567, heading_data_59_trial_13_on_19-10-2018_15-58-07.csv, gyroscope_data_59_trial_13_on_19-10-2018_15-58-07.csv, accelerometer_data_59_trial_13_on_19-10-2018_15-58-07.csv
59, 14, 19/10/2018, 15:58:43, 98.49242401123, 58.96117401123, 300.19985807114, heading_data_59_trial_14_on_19-10-2018_15-58-43.csv, gyroscope_data_59_trial_14_on_19-10-2018_15-58-43.csv, accelerometer_data_59_trial_14_on_19-10-2018_15-58-43.csv
59, 15, 19/10/2018, 15:59:40, 98.49242401123, 76.109405517578, 325.162083194 > -201.28354338889, heading_data_59_trial_15_on_19-10-2018_15-59-40.csv, gyroscope_data_59_trial_15_on_19-10-2018_15-59-40.csv, accelerometer_data_59_trial_15_on_19-10-2018_15-59-40.csv
59, 16, 19/10/2018, 16:00:18, 98.49242401123, 131.61338806152, 227.489552922 > -130.21593754308, heading_data_59_trial_16_on_19-10-2018_16-00-18.csv, gyroscope_data_59_trial_16_on_19-10-2018_16-00-18.csv, accelerometer_data_59_trial_16_on_19-10-2018_16-00-18.csv
59, 17, 19/10/2018, 16:00:58, 98.49242401123, 132.29037475586, -225.71615994547 > 290.81215437657, heading_data_59_trial_17_on_19-10-2018_16-00-58.csv, gyroscope_data_59_trial_17_on_19-10-2018_16-00-58.csv, accelerometer_data_59_trial_17_on_19-10-2018_16-00-58.csv
59, 18, 19/10/2018, 16:01:51, 98.49242401123, 73.998023986816, -281.30993247402 > 432.47628390778, heading_data_59_trial_18_on_19-10-2018_16-01-51.csv, gyroscope_data_59_trial_18_on_19-10-2018_16-01-51.csv, accelerometer_data_59_trial_18_on_19-10-2018_16-01-51.csv
