Participant, Trial, Date, Time, Milliseconds Since Trial Start, Magnetic, Geographic, 
129,14, 10/10/2018, 14:49:13,655.8480000000001,102.59852600098,102.63386535645, 
129,14, 10/10/2018, 14:49:13,686.67700000003,100.21194458008002,100.24728393555, 
129,14, 10/10/2018, 14:49:13,837.08400000003,98.967575073242,99.002914428711, 
129,14, 10/10/2018, 14:49:13,926.3900000000099,97.715225219727,97.75056457519501, 
129,14, 10/10/2018, 14:49:13,986.8310000000099,96.250381469727,96.28572082519501, 
129,14, 10/10/2018, 14:49:13,1047.3080000001,94.739379882812,94.77471923828101, 
129,14, 10/10/2018, 14:49:13,1107.9620000001,93.32891845703101,93.3642578125, 
129,14, 10/10/2018, 14:49:13,1199.5610000000001,92.197296142578,92.232635498047, 
129,14, 10/10/2018, 14:49:13,1288.893,90.756378173828,90.791717529297, 
129,14, 10/10/2018, 14:49:13,1349.339,89.301948547363,89.33728790283199, 
129,14, 10/10/2018, 14:49:14,1410.0610000000001,87.604423522949,87.63976287841801, 
129,14, 10/10/2018, 14:49:14,1440.412,86.552314758301,86.58765411376999, 
129,14, 10/10/2018, 14:49:14,1470.236,85.412712097168,85.44805145263699, 
129,14, 10/10/2018, 14:49:14,1500.6390000001002,84.20415496826199,84.23949432373, 
129,14, 10/10/2018, 14:49:14,1530.969,82.937713623047,82.973052978516, 
129,14, 10/10/2018, 14:49:14,1560.969,81.71186065673801,81.747200012207, 
129,14, 10/10/2018, 14:49:14,1591.1860000000001,80.515289306641,80.550628662109, 
129,14, 10/10/2018, 14:49:14,1621.235,79.24199676513699,79.277336120605, 
129,14, 10/10/2018, 14:49:14,1651.961,77.875953674316,77.911293029785, 
129,14, 10/10/2018, 14:49:14,1681.652,76.383010864258,76.418350219727, 
129,14, 10/10/2018, 14:49:14,1712.4189999999999,74.92621612548801,74.961555480957, 
129,14, 10/10/2018, 14:49:14,1743.3010000001002,73.66168212890601,73.697021484375, 
129,14, 10/10/2018, 14:49:14,1771.094,72.596992492676,72.632331848145, 
129,14, 10/10/2018, 14:49:14,1801.231,71.510765075684,71.546104431152, 
129,14, 10/10/2018, 14:49:14,1832.2960000001,70.423980712891,70.459320068359, 
129,14, 10/10/2018, 14:49:14,1862.9840000001002,69.170616149902,69.205955505371, 
129,14, 10/10/2018, 14:49:14,1893.5830000001001,67.945602416992,67.98094177246101, 
129,14, 10/10/2018, 14:49:14,1923.8030000001002,66.76922607421899,66.804565429688, 
129,14, 10/10/2018, 14:49:14,1952.7030000001,65.586074829102,65.62141418457, 
129,14, 10/10/2018, 14:49:14,1982.5430000001002,64.361473083496,64.396812438965, 
129,14, 10/10/2018, 14:49:14,2011.9940000001002,62.90901184082,62.944347381591996, 
129,14, 10/10/2018, 14:49:14,2042.224,61.329742431640994,61.365077972412, 
129,14, 10/10/2018, 14:49:14,2072.3400000001,59.790538787841996,59.825874328613004, 
129,14, 10/10/2018, 14:49:14,2103.4160000001,58.396793365479,58.43212890625, 
129,14, 10/10/2018, 14:49:14,2134.1040000001003,56.965690612793,57.001026153564, 
129,14, 10/10/2018, 14:49:14,2164.7870000000003,55.525527954102,55.560863494873, 
129,14, 10/10/2018, 14:49:14,2194.88,54.283229827881,54.318565368652, 
129,14, 10/10/2018, 14:49:14,2224.3050000001,52.977836608886996,53.013172149658004, 
129,14, 10/10/2018, 14:49:14,2254.5110000001,51.530296325684006,51.565631866455, 
129,14, 10/10/2018, 14:49:14,2285.157,50.294258117676,50.329593658446996, 
129,14, 10/10/2018, 14:49:14,2314.8150000001,49.06115341186499,49.096488952636996, 
129,14, 10/10/2018, 14:49:14,2345.199,47.691314697265994,47.726650238037, 
129,14, 10/10/2018, 14:49:15,2375.545,46.23571395874001,46.271049499511996, 
129,14, 10/10/2018, 14:49:15,2405.9410000000003,44.854194641113004,44.88953018188501, 
129,14, 10/10/2018, 14:49:15,2435.8779999999997,43.22110748290999,43.256443023682, 
129,14, 10/10/2018, 14:49:15,2466.0970000001003,41.663528442383,41.698863983154, 
129,14, 10/10/2018, 14:49:15,2496.8250000001003,40.219932556152,40.255268096924, 
129,14, 10/10/2018, 14:49:15,2526.6070000001,38.769874572754,38.805210113525, 
129,14, 10/10/2018, 14:49:15,2556.6360000001,37.395462036133,37.430797576904, 
129,14, 10/10/2018, 14:49:15,2586.6800000001,36.002223968505994,36.037559509277, 
129,14, 10/10/2018, 14:49:15,2617.54,34.748603820801,34.783939361571996, 
129,14, 10/10/2018, 14:49:15,2647.4010000001,33.501976013184,33.537311553955, 
129,14, 10/10/2018, 14:49:15,2677.5840000000003,32.260265350342,32.295600891113, 
129,14, 10/10/2018, 14:49:15,2708.54,30.977746963501,31.013082504272, 
129,14, 10/10/2018, 14:49:15,2737.985,29.596761703491,29.632097244263, 
129,14, 10/10/2018, 14:49:15,2768.2390000001,28.214330673218,28.249666213989002, 
129,14, 10/10/2018, 14:49:15,2798.4770000001,26.869251251220998,26.904586791992003, 
129,14, 10/10/2018, 14:49:15,2830.405,25.488922119141,25.524257659912, 
129,14, 10/10/2018, 14:49:15,2858.6580000001,24.101623535156,24.136959075928, 
129,14, 10/10/2018, 14:49:15,2889.027,22.481302261353,22.516637802124, 
129,14, 10/10/2018, 14:49:15,2919.3,20.938257217407,20.973592758179, 
129,14, 10/10/2018, 14:49:15,2948.3350000001,19.387161254883,19.422496795654, 
129,14, 10/10/2018, 14:49:15,2978.9820000001,17.862955093384,17.898290634155, 
129,14, 10/10/2018, 14:49:15,3009.145,16.401489257812,16.436824798584002, 
