Participant, Trial, Date, Time, Reference Orientation, Submitted Orientation, Rotations (Relative to Reference Orientation), Heading File, Gyroscope File, Accelerometer File
129,1, 10/10/2018, 14:38:54,159.99624633789,173.35787963867, 90.779486321118, heading_data_127_trial_1_on_10-10-2018_14-38-54.csv, gyroscope_data_127_trial_1_on_10-10-2018_14-38-53.csv, accelerometer_data_127_trial_1_on_10-10-2018_14-38-53.csv
129,2, 10/10/2018, 14:39:30,159.99624633789,135.81098937988, 90 > -212.74582530646, heading_data_127_trial_2_on_10-10-2018_14-39-30.csv, gyroscope_data_127_trial_2_on_10-10-2018_14-39-30.csv, accelerometer_data_127_trial_2_on_10-10-2018_14-39-30.csv
129,3, 10/10/2018, 14:40:37,159.99624633789,196.47552490233997, 120.086504554, heading_data_127_trial_3_on_10-10-2018_14-40-37.csv, gyroscope_data_127_trial_3_on_10-10-2018_14-40-37.csv, accelerometer_data_127_trial_3_on_10-10-2018_14-40-37.csv
129,4, 10/10/2018, 14:41:04,159.99624633789,331.99011230469, 300.78414652633, heading_data_127_trial_4_on_10-10-2018_14-41-04.csv, gyroscope_data_127_trial_4_on_10-10-2018_14-41-04.csv, accelerometer_data_127_trial_4_on_10-10-2018_14-41-04.csv
129,5, 10/10/2018, 14:41:53,159.99624633789,131.4573059082, 144.96380418991 > -230.49792305508, heading_data_127_trial_5_on_10-10-2018_14-41-53.csv, gyroscope_data_127_trial_5_on_10-10-2018_14-41-53.csv, accelerometer_data_127_trial_5_on_10-10-2018_14-41-53.csv
129,6, 10/10/2018, 14:42:41,159.99624633789,253.62628173828, 229.70785224437 > -130.48402454363, heading_data_127_trial_6_on_10-10-2018_14-42-41.csv, gyroscope_data_127_trial_6_on_10-10-2018_14-42-41.csv, accelerometer_data_127_trial_6_on_10-10-2018_14-42-41.csv
129,7, 10/10/2018, 14:43:50,159.99624633789,154.08818054199, -225 > 290.50663207671 > 60.093229713834, heading_data_127_trial_7_on_10-10-2018_14-43-50.csv, gyroscope_data_127_trial_7_on_10-10-2018_14-43-50.csv, accelerometer_data_127_trial_7_on_10-10-2018_14-43-50.csv
129,8, 10/10/2018, 14:44:40,159.99624633789,348.30450439452994, -290.55604521958 > 265.94446288982 > -70.756814756252, heading_data_127_trial_8_on_10-10-2018_14-44-40.csv, gyroscope_data_127_trial_8_on_10-10-2018_14-44-40.csv, accelerometer_data_127_trial_8_on_10-10-2018_14-44-40.csv
129,9, 10/10/2018, 14:45:41,159.99624633789,117.5738067627, -200.97349342132 > 310.61188586371 > -189.06926770225, heading_data_127_trial_9_on_10-10-2018_14-45-41.csv, gyroscope_data_127_trial_9_on_10-10-2018_14-45-41.csv, accelerometer_data_127_trial_9_on_10-10-2018_14-45-41.csv
129,10, 10/10/2018, 14:47:20,159.99624633789,176.7063293457, 90.535458985565, heading_data_127_trial_10_on_10-10-2018_14-47-20.csv, gyroscope_data_127_trial_10_on_10-10-2018_14-47-20.csv, accelerometer_data_127_trial_10_on_10-10-2018_14-47-20.csv
129,11, 10/10/2018, 14:47:41,159.99624633789,91.56582641601601, -120.74534928177, heading_data_127_trial_11_on_10-10-2018_14-47-41.csv, gyroscope_data_127_trial_11_on_10-10-2018_14-47-41.csv, accelerometer_data_127_trial_11_on_10-10-2018_14-47-41.csv
129,12, 10/10/2018, 14:48:10,159.99624633789,292.60464477539, 225.97102193108, heading_data_127_trial_12_on_10-10-2018_14-48-10.csv, gyroscope_data_127_trial_12_on_10-10-2018_14-48-10.csv, accelerometer_data_127_trial_12_on_10-10-2018_14-48-10.csv
129,13, 10/10/2018, 14:48:43,159.99624633789,243.51275634766003, 223.090847567, heading_data_127_trial_13_on_10-10-2018_14-48-43.csv, gyroscope_data_127_trial_13_on_10-10-2018_14-48-43.csv, accelerometer_data_127_trial_13_on_10-10-2018_14-48-43.csv
129,14, 10/10/2018, 14:49:12,159.99624633789,290.17105102539, 300.19985807114, heading_data_127_trial_14_on_10-10-2018_14-49-12.csv, gyroscope_data_127_trial_14_on_10-10-2018_14-49-12.csv, accelerometer_data_127_trial_14_on_10-10-2018_14-49-12.csv
129,15, 10/10/2018, 14:49:54,159.99624633789,184.90188598633, 325.162083194 > -201.28354338889, heading_data_127_trial_15_on_10-10-2018_14-49-54.csv, gyroscope_data_127_trial_15_on_10-10-2018_14-49-54.csv, accelerometer_data_127_trial_15_on_10-10-2018_14-49-54.csv
129,16, 10/10/2018, 14:50:41,159.99624633789,251.38243103027, 227.489552922 > -130.21593754308, heading_data_127_trial_16_on_10-10-2018_14-50-41.csv, gyroscope_data_127_trial_16_on_10-10-2018_14-50-41.csv, accelerometer_data_127_trial_16_on_10-10-2018_14-50-41.csv
129,17, 10/10/2018, 14:51:27,159.99624633789,208.28521728516003, -225.71615994547 > 290.81215437657, heading_data_127_trial_17_on_10-10-2018_14-51-27.csv, gyroscope_data_127_trial_17_on_10-10-2018_14-51-27.csv, accelerometer_data_127_trial_17_on_10-10-2018_14-51-27.csv
129,18, 10/10/2018, 14:52:08,159.99624633789,63.840595245361, -281.30993247402 > 432.47628390778, heading_data_127_trial_18_on_10-10-2018_14-52-08.csv, gyroscope_data_127_trial_18_on_10-10-2018_14-52-08.csv, accelerometer_data_127_trial_18_on_10-10-2018_14-52-08.csv
