Participant, Trial, Date, Time, Milliseconds Since Trial Start, X Rotation (Deg), Y Rotation (Deg), Z Rotation (Deg), 
03, 16, 10/10/2018, 17:48:51, 66.195999999996, 0.086759674799135, -0.036077958982066, -0.019023154539798, 
03, 16, 10/10/2018, 17:48:51, 99.554999999935, 0.086512334750146, -0.033738012086065, -0.00055986160280153, 
03, 16, 10/10/2018, 17:48:51, 132.93799999985, 0.051885723988855, -0.041086104667241, -0.0079577211898467, 
03, 16, 10/10/2018, 17:48:51, 166.44200000004, 0.044650894650927, -0.024978967039677, -0.0059504709469467, 
03, 16, 10/10/2018, 17:48:51, 199.56299999985, 0.065550345344723, -0.022429902560045, -0.010274679932865, 
03, 16, 10/10/2018, 17:48:51, 232.90800000005, 0.072680249285101, -0.040830059519121, -0.00069243960587984, 
03, 16, 10/10/2018, 17:48:51, 266.21600000001, 0.067716789587517, -0.024674649862972, 0.0013527312006865, 
03, 16, 10/10/2018, 17:48:51, 299.56199999992, 0.074767480951006, -0.010790324222285, -0.017207743612204, 
03, 16, 10/10/2018, 17:48:51, 332.91299999994, 0.061037107698531, -0.02942829704381, -0.010267008285858, 
03, 16, 10/10/2018, 17:48:51, 366.22999999998, 0.052119195080986, -0.034224277530366, -0.028869572667702, 
03, 16, 10/10/2018, 17:48:51, 399.44500000007, 0.056464314209967, -0.024875815674261, -0.021947964966202, 
03, 16, 10/10/2018, 17:48:51, 432.91399999987, 0.051952879831925, -0.03189034197095, -0.019647268589043, 
03, 16, 10/10/2018, 17:48:51, 466.23699999996, 0.051744492726676, -0.029531050500804, -0.010410979337559, 
03, 16, 10/10/2018, 17:48:52, 499.59299999988, 0.056146125383462, -0.027116372688996, 0.0012004326785915, 
03, 16, 10/10/2018, 17:48:52, 532.93200000003, 0.049146093733365, -0.027187265615798, 0.0034048828113475, 
03, 16, 10/10/2018, 17:48:52, 566.38500000001, 0.058569042665491, -0.027118740921908, -0.0033901601411022, 
03, 16, 10/10/2018, 17:48:52, 599.61599999992, 0.060807628794821, -0.02708135142991, 0.0035882803351006, 
03, 16, 10/10/2018, 17:48:52, 633.07299999986, 0.051215937505059, -0.017892265626767, 0.010266953126014, 
03, 16, 10/10/2018, 17:48:52, 666.40599999996, 0.053384988405067, -0.0040064143372893, 0.0078263774874388, 
03, 16, 10/10/2018, 17:48:52, 699.91800000006, 0.058284511130152, -0.02013955155642, 0.0057773697806254, 
03, 16, 10/10/2018, 17:48:52, 733.04799999995, 0.076686327035502, -0.017593205660055, 0.015289629732046, 
03, 16, 10/10/2018, 17:48:52, 766.402, 0.076360651857968, 0.0055259661104103, 0.015016179123416, 
03, 16, 10/10/2018, 17:48:52, 799.74899999984, 0.053433118282182, -0.017849832731835, 0.019568596342547, 
03, 16, 10/10/2018, 17:48:52, 833.05799999996, 0.051072259700028, -0.022471713010688, 0.024200462583288, 
03, 16, 10/10/2018, 17:48:52, 866.39500000002, 0.073590755338495, 0.017113337691777, 0.031030147109108, 
03, 16, 10/10/2018, 17:48:52, 899.75300000003, 0.10841706846682, -0.00092731475817565, 0.05263082885032, 
03, 16, 10/10/2018, 17:48:52, 932.83599999989, 0.066586466924169, -0.017527110688631, 0.066017243321829, 
03, 16, 10/10/2018, 17:48:52, 966.40599999996, 0.026623378079356, 0.012089855452165, 0.06735979740167, 
03, 16, 10/10/2018, 17:48:52, 999.73900000006, 0.073191489717972, -0.0058495884706504, 0.079901192248098, 
03, 16, 10/10/2018, 17:48:52, 1033.125, 0.07792941674387, -0.031180000181434, 0.10114275890571, 
03, 16, 10/10/2018, 17:48:52, 1066.4209999999, 0.05879020399875, -0.0082151296566217, 0.1097436100213, 
03, 16, 10/10/2018, 17:48:52, 1099.7479999999, 0.068099898989045, -0.021944847489122, 0.12398343491006, 
03, 16, 10/10/2018, 17:48:52, 1133.051, 0.088702784471525, -0.017039127942384, 0.13574686364231, 
03, 16, 10/10/2018, 17:48:52, 1166.4239999999, 0.06277650678238, -0.010330542664805, 0.15378857750245, 
03, 16, 10/10/2018, 17:48:52, 1199.764, 0.043488052176536, -0.0057793051746486, 0.19514350237265, 
03, 16, 10/10/2018, 17:48:52, 1233.135, 0.057293475581702, -0.017124109953568, 0.21639955515978, 
03, 16, 10/10/2018, 17:48:52, 1266.433, 0.073477111582513, -0.0077069808970709, 0.20945872701896, 
03, 16, 10/10/2018, 17:48:52, 1299.814, 0.084894213301234, -0.0052291128834967, 0.22124182036069, 
03, 16, 10/10/2018, 17:48:52, 1333.1189999999, 0.086561106722804, -0.0050661886598338, 0.26292970459845, 
03, 16, 10/10/2018, 17:48:52, 1366.2819999999, 0.068120984075168, -0.01913170175321, 0.26498704311161, 
03, 16, 10/10/2018, 17:48:52, 1399.889, 0.042189314540051, -0.010118468092762, 0.28069112925694, 
03, 16, 10/10/2018, 17:48:52, 1433.1339999998, 0.088192935641314, 0.004324448242329, 0.2975583132269, 
03, 16, 10/10/2018, 17:48:52, 1466.21, 0.080890421504453, 0.0043246119992799, 0.32071147752187, 
03, 16, 10/10/2018, 17:48:53, 1499.8129999998, 0.050526830705028, -0.0075128038659864, 0.33862361229354, 
03, 16, 10/10/2018, 17:48:53, 1533.206, 0.071554580385643, -0.025745505066761, 0.35088233666615, 
03, 16, 10/10/2018, 17:48:53, 1566.2959999999, 0.080268144624517, 0.0021311609794599, 0.35744957192374, 
03, 16, 10/10/2018, 17:48:53, 1599.8489999999, 0.066517343756571, -0.016493750001629, 0.3644158984735, 
