Participant, Trial, Date, Time, Milliseconds Since Trial Start, X Gravity, Y Gravity, Z Gravity, X Gravity Raw, Y Gravity Raw, Z Gravity Raw, Delta Time, 
97 second part, 8, 27/11/2018, 15:57:21, 50.34500000003, -0.083827597508543, -0.29944111800983, -0.921781279215, -0.071640014648438, -0.23922729492188, -0.95030212402344, 0.026111000000128, 
97 second part, 8, 27/11/2018, 15:57:21, 60.239000000001, -0.08250813121472, -0.29316491392369, -0.92487292668413, -0.070632934570312, -0.23667907714844, -0.95269775390625, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:21, 70.205000000016, -0.081592217995592, -0.28709061003132, -0.92781104905478, -0.073348999023438, -0.232421875, -0.95425415039062, 0.010069999999814, 
97 second part, 8, 27/11/2018, 15:57:21, 80.258000000031, -0.080935742778064, -0.28139332881334, -0.93055454131727, -0.075027465820312, -0.23011779785156, -0.95524597167969, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:21, 90.157000000007, -0.080253362347914, -0.27612997249451, -0.93283905300585, -0.074111938476562, -0.228759765625, -0.95339965820312, 0.010070999999698, 
97 second part, 8, 27/11/2018, 15:57:21, 100.37400000001, -0.079652952870935, -0.27153028090912, -0.9346067224123, -0.074249267578125, -0.23013305664062, -0.95051574707031, 0.010070000000269, 
97 second part, 8, 27/11/2018, 15:57:21, 110.33199999999, -0.078911168326029, -0.26774761414633, -0.93586956091326, -0.072235107421875, -0.23370361328125, -0.94723510742188, 0.010072000000036, 
97 second part, 8, 27/11/2018, 15:57:21, 120.43300000002, -0.078126069559832, -0.26429591181373, -0.93691608870865, -0.071060180664062, -0.23323059082031, -0.94633483886719, 0.010038999999779, 
97 second part, 8, 27/11/2018, 15:57:21, 130.571, -0.077460679400724, -0.26131602766361, -0.93796019761122, -0.07147216796875, -0.2344970703125, -0.94735717773438, 0.010090000000218, 
97 second part, 8, 27/11/2018, 15:57:21, 140.696, -0.077284496714558, -0.25849069931131, -0.9389395684751, -0.075698852539062, -0.23306274414062, -0.94775390625, 0.010066999999708, 
97 second part, 8, 27/11/2018, 15:57:21, 152.21900000004, -0.077122880539196, -0.2559616367044, -0.93972944951822, -0.075668334960938, -0.23320007324219, -0.94683837890625, 0.01006499999994, 
97 second part, 8, 27/11/2018, 15:57:21, 160.761, -0.077540475297776, -0.25367785096365, -0.94035336735936, -0.081298828125, -0.23312377929688, -0.94596862792969, 0.010062000000289, 
97 second part, 8, 27/11/2018, 15:57:21, 170.696, -0.077833913119561, -0.25185132563291, -0.9407439949789, -0.080474853515625, -0.23541259765625, -0.94425964355469, 0.010070999999698, 
97 second part, 8, 27/11/2018, 15:57:21, 180.92200000002, -0.077878280596668, -0.25025933271805, -0.9407842805396, -0.078277587890625, -0.23593139648438, -0.94114685058594, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:21, 191.00700000004, -0.077648130759657, -0.2488784189775, -0.94057334516142, -0.075576782226562, -0.2364501953125, -0.93867492675781, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:21, 201.071, -0.077433366511816, -0.24799722991178, -0.94014088857497, -0.07550048828125, -0.24006652832031, -0.93624877929688, 0.010039999999663, 
97 second part, 8, 27/11/2018, 15:57:21, 211.065, -0.076944058180947, -0.24715533162763, -0.93969369424872, -0.072540283203125, -0.23957824707031, -0.9356689453125, 0.010097625000071, 
97 second part, 8, 27/11/2018, 15:57:21, 221.05000000005, -0.076544879413634, -0.24602378283987, -0.93978712999963, -0.072952270507812, -0.23583984375, -0.94062805175781, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 231.34400000004, -0.076223765495708, -0.24489705152854, -0.94057770410904, -0.073333740234375, -0.23475646972656, -0.94769287109375, 0.010069999999814, 
97 second part, 8, 27/11/2018, 15:57:22, 241.36800000002, -0.076015634551606, -0.24374719012568, -0.94218796348329, -0.074142456054688, -0.2333984375, -0.95668029785156, 0.010055000000193, 
97 second part, 8, 27/11/2018, 15:57:22, 252.32300000003, -0.076040413869883, -0.24258414103499, -0.94420634975215, -0.076263427734375, -0.23211669921875, -0.96237182617188, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 262.75400000002, -0.076346528732894, -0.24108878845493, -0.94616022649569, -0.0791015625, -0.22763061523438, -0.9637451171875, 0.010086999999658, 
97 second part, 8, 27/11/2018, 15:57:22, 271.43700000003, -0.076614402715074, -0.23961327142584, -0.94778291234221, -0.079025268554688, -0.22633361816406, -0.96238708496094, 0.010040000000117, 
97 second part, 8, 27/11/2018, 15:57:22, 281.42700000003, -0.076541158244348, -0.23839974701763, -0.94886491163533, -0.075881958007812, -0.22747802734375, -0.95860290527344, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 291.49100000004, -0.076347064392569, -0.23744490415181, -0.94928176519836, -0.074600219726562, -0.22885131835938, -0.95303344726562, 0.010070999999698, 
97 second part, 8, 27/11/2018, 15:57:22, 305.11600000004, -0.076068620160343, -0.23684494498663, -0.94928156719415, -0.073562622070312, -0.2314453125, -0.94927978515625, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 311.96799999999, -0.075799709804465, -0.23659947636687, -0.94898384260364, -0.073379516601562, -0.23439025878906, -0.94630432128906, 0.010070000000269, 
97 second part, 8, 27/11/2018, 15:57:22, 321.87900000002, -0.075586682183394, -0.23677680900362, -0.94871589047219, -0.07366943359375, -0.23837280273438, -0.94630432128906, 0.010070999999698, 
97 second part, 8, 27/11/2018, 15:57:22, 331.91100000002, -0.075631468554898, -0.23732550749779, -0.94838928433512, -0.076034545898438, -0.24226379394531, -0.94544982910156, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 341.99600000004, -0.075383385175971, -0.23782849141598, -0.94786493109692, -0.073150634765625, -0.24235534667969, -0.94314575195312, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 352.147, -0.075015151638843, -0.23817741717673, -0.94698865527239, -0.071701049804688, -0.24131774902344, -0.93910217285156, 0.010053999999855, 
97 second part, 8, 27/11/2018, 15:57:22, 363.19800000003, -0.074685267334333, -0.23848687272468, -0.94611760956937, -0.07171630859375, -0.24127197265625, -0.93827819824219, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 372.12100000004, -0.074023686401681, -0.23868145937799, -0.94525432273352, -0.068069458007812, -0.24043273925781, -0.93748474121094, 0.010056999999961, 
97 second part, 8, 27/11/2018, 15:57:22, 382.08300000004, -0.073284830945107, -0.23862312789332, -0.94457654671017, -0.066635131835938, -0.23809814453125, -0.9384765625, 0.010069999999814, 
97 second part, 8, 27/11/2018, 15:57:22, 392.147, -0.072433703807627, -0.23832801481102, -0.94422747358212, -0.064773559570312, -0.23567199707031, -0.94108581542969, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 402.304, -0.071510523856552, -0.23791898041976, -0.94388431606766, -0.063201904296875, -0.23423767089844, -0.9407958984375, 0.010069999999814, 
97 second part, 8, 27/11/2018, 15:57:22, 412.52100000001, -0.070400426060741, -0.23745929673325, -0.94399356512496, -0.060409545898438, -0.23332214355469, -0.94497680664062, 0.010072000000036, 
97 second part, 8, 27/11/2018, 15:57:22, 422.40100000001, -0.069515778962479, -0.23730955846618, -0.94450387658121, -0.061553955078125, -0.2359619140625, -0.9490966796875, 0.010040000000117, 
97 second part, 8, 27/11/2018, 15:57:22, 432.64000000001, -0.068646354386544, -0.23733043367425, -0.94500435562231, -0.060821533203125, -0.23751831054688, -0.94950866699219, 0.010070999999698, 
97 second part, 8, 27/11/2018, 15:57:22, 442.70800000004, -0.067943217971327, -0.23721494401776, -0.9454563126382, -0.061614990234375, -0.23617553710938, -0.94952392578125, 0.010071000000153, 
97 second part, 8, 27/11/2018, 15:57:22, 452.93400000001, -0.067600312189819, -0.2370316576238, -0.94571964133532, -0.06451416015625, -0.23538208007812, -0.94808959960938, 0.010069999999814, 
97 second part, 8, 27/11/2018, 15:57:22, 462.82200000004, -0.0672031960099, -0.23688806217392, -0.94612753560023, -0.063629150390625, -0.235595703125, -0.94979858398438, 0.010064000000057, 
97 second part, 8, 27/11/2018, 15:57:22, 473.91700000002, -0.06742867719016, -0.23675119687449, -0.94665028008708, -0.0694580078125, -0.23551940917969, -0.95135498046875, 0.010069000000385, 
97 second part, 8, 27/11/2018, 15:57:22, 482.76699999999, -0.067544635154738, -0.2366737944722, -0.9472794415315, -0.068588256835938, -0.23597717285156, -0.95294189453125, 0.010079999999562, 
