Participant, Trial, Date, Time, Milliseconds Since Trial Start, Magnetic, Geographic, 
97 second part, 8, 27/11/2018, 15:57:22, 1088.136, 264.24169921875, 264.28970336914, 
97 second part, 8, 27/11/2018, 15:57:22, 1209.031, 262.71670532227, 262.76470947266, 
97 second part, 8, 27/11/2018, 15:57:23, 1240.643, 260.89935302734, 260.94735717773, 
97 second part, 8, 27/11/2018, 15:57:23, 1329.541, 259.46926879883, 259.51727294922, 
97 second part, 8, 27/11/2018, 15:57:23, 1419.957, 256.27297973633, 256.32098388672, 
97 second part, 8, 27/11/2018, 15:57:23, 1480.793, 254.13407897949, 254.18208312988, 
97 second part, 8, 27/11/2018, 15:57:23, 1539.015, 252.55731201172, 252.60531616211, 
97 second part, 8, 27/11/2018, 15:57:23, 1569.739, 251.34970092773, 251.39770507812, 
97 second part, 8, 27/11/2018, 15:57:23, 1720.95, 249.95230102539, 250.00030517578, 
97 second part, 8, 27/11/2018, 15:57:23, 1783.617, 248.73014831543, 248.77815246582, 
97 second part, 8, 27/11/2018, 15:57:23, 1842.857, 246.6982421875, 246.74624633789, 
97 second part, 8, 27/11/2018, 15:57:23, 1873.227, 245.38912963867, 245.43713378906, 
97 second part, 8, 27/11/2018, 15:57:23, 1903.964, 243.97102355957, 244.01902770996, 
97 second part, 8, 27/11/2018, 15:57:23, 1934.191, 242.49501037598, 242.54301452637, 
97 second part, 8, 27/11/2018, 15:57:23, 1963.924, 241.08940124512, 241.13740539551, 
97 second part, 8, 27/11/2018, 15:57:23, 1994.81, 239.71797180176, 239.76597595215, 
97 second part, 8, 27/11/2018, 15:57:23, 2024.39, 238.2140045166, 238.26200866699, 
97 second part, 8, 27/11/2018, 15:57:23, 2054.4790000001, 236.64117431641, 236.6891784668, 
97 second part, 8, 27/11/2018, 15:57:23, 2084.539, 235.05235290527, 235.10035705566, 
97 second part, 8, 27/11/2018, 15:57:23, 2115.213, 233.34915161133, 233.39715576172, 
97 second part, 8, 27/11/2018, 15:57:23, 2145.428, 231.74537658691, 231.7933807373, 
97 second part, 8, 27/11/2018, 15:57:23, 2175.208, 230.23789978027, 230.28590393066, 
