Participant, Trial, Date, Time, Milliseconds Since Trial Start, Magnetic, Geographic, 
97 second part, 7, 27/11/2018, 15:56:07, 847.50599999999, 38.738525390625, 38.786525726318, 
97 second part, 7, 27/11/2018, 15:56:07, 967.64499999999, 39.898139953613, 39.946140289307, 
97 second part, 7, 27/11/2018, 15:56:08, 1027.907, 41.519790649414, 41.567790985107, 
97 second part, 7, 27/11/2018, 15:56:08, 1118.223, 43.009574890137, 43.05757522583, 
97 second part, 7, 27/11/2018, 15:56:08, 1149.281, 44.682800292969, 44.730800628662, 
97 second part, 7, 27/11/2018, 15:56:08, 1179.313, 45.828350067139, 45.876350402832, 
97 second part, 7, 27/11/2018, 15:56:08, 1238.474, 48.065521240234, 48.113521575928, 
97 second part, 7, 27/11/2018, 15:56:08, 1418.559, 49.093307495117, 49.141307830811, 
97 second part, 7, 27/11/2018, 15:56:08, 1479.972, 50.358894348145, 50.406894683838, 
97 second part, 7, 27/11/2018, 15:56:08, 1541.295, 51.63892364502, 51.686923980713, 
97 second part, 7, 27/11/2018, 15:56:08, 1602.133, 53.250007629395, 53.298007965088, 
97 second part, 7, 27/11/2018, 15:56:08, 1631.937, 54.313541412354, 54.361541748047, 
97 second part, 7, 27/11/2018, 15:56:08, 1661.989, 55.371028900146, 55.41902923584, 
97 second part, 7, 27/11/2018, 15:56:08, 1720.286, 57.460079193115, 57.508079528809, 
97 second part, 7, 27/11/2018, 15:56:08, 1780.703, 59.524803161621, 59.572803497314, 
97 second part, 7, 27/11/2018, 15:56:08, 1811.797, 61.023792266846, 61.071792602539, 
97 second part, 7, 27/11/2018, 15:56:08, 1841.219, 62.587730407715, 62.635730743408, 
97 second part, 7, 27/11/2018, 15:56:08, 1871.836, 64.234817504883, 64.282821655273, 
97 second part, 7, 27/11/2018, 15:56:08, 1900.784, 65.572685241699, 65.62068939209, 
97 second part, 7, 27/11/2018, 15:56:08, 1933.182, 66.740425109863, 66.788429260254, 
97 second part, 7, 27/11/2018, 15:56:08, 1963.984, 68.012672424316, 68.060676574707, 
97 second part, 7, 27/11/2018, 15:56:08, 1993.838, 69.138084411621, 69.186088562012, 
97 second part, 7, 27/11/2018, 15:56:09, 2025.114, 70.688079833984, 70.736083984375, 
97 second part, 7, 27/11/2018, 15:56:09, 2054.687, 72.531669616699, 72.57967376709, 
97 second part, 7, 27/11/2018, 15:56:09, 2085.233, 74.340805053711, 74.388809204102, 
97 second part, 7, 27/11/2018, 15:56:09, 2114.754, 75.831344604492, 75.879348754883, 
97 second part, 7, 27/11/2018, 15:56:09, 2145.801, 77.160453796387, 77.208457946777, 
97 second part, 7, 27/11/2018, 15:56:09, 2175.153, 78.644889831543, 78.692893981934, 
97 second part, 7, 27/11/2018, 15:56:09, 2205.023, 79.743621826172, 79.791625976562, 
97 second part, 7, 27/11/2018, 15:56:09, 2236.665, 81.046646118164, 81.094650268555, 
