Participant, Trial, Date, Time, Milliseconds Since Trial Start, Magnetic, Geographic, 
97 second part, 5, 27/11/2018, 15:54:57, 327.81299999999, 67.84937286377, 67.89737701416, 
97 second part, 5, 27/11/2018, 15:54:58, 479.826, 66.325180053711, 66.373184204102, 
97 second part, 5, 27/11/2018, 15:54:58, 508.85699999999, 65.208824157715, 65.256828308105, 
97 second part, 5, 27/11/2018, 15:54:58, 539.06599999999, 63.832592010498, 63.880592346191, 
97 second part, 5, 27/11/2018, 15:54:58, 629.997, 62.043643951416, 62.091644287109, 
97 second part, 5, 27/11/2018, 15:54:58, 720.70699999999, 60.293273925781, 60.341274261475, 
97 second part, 5, 27/11/2018, 15:54:58, 750.59599999999, 59.091087341309, 59.139087677002, 
97 second part, 5, 27/11/2018, 15:54:58, 902.677, 55.970413208008, 56.018413543701, 
97 second part, 5, 27/11/2018, 15:54:58, 933.03, 53.273849487305, 53.321849822998, 
97 second part, 5, 27/11/2018, 15:54:58, 992.15599999999, 50.826026916504, 50.874027252197, 
97 second part, 5, 27/11/2018, 15:54:58, 1052.434, 49.246124267578, 49.294124603271, 
97 second part, 5, 27/11/2018, 15:54:58, 1143.578, 47.831169128418, 47.879169464111, 
97 second part, 5, 27/11/2018, 15:54:58, 1203.377, 46.484069824219, 46.532070159912, 
97 second part, 5, 27/11/2018, 15:54:58, 1264.43, 44.232189178467, 44.28018951416, 
97 second part, 5, 27/11/2018, 15:54:58, 1294.167, 42.813941955566, 42.86194229126, 
97 second part, 5, 27/11/2018, 15:54:58, 1323.409, 41.297870635986, 41.34587097168, 
97 second part, 5, 27/11/2018, 15:54:58, 1355.141, 39.769832611084, 39.817832946777, 
97 second part, 5, 27/11/2018, 15:54:58, 1384.747, 38.206653594971, 38.254653930664, 
97 second part, 5, 27/11/2018, 15:54:58, 1415.023, 36.700485229492, 36.748485565186, 
97 second part, 5, 27/11/2018, 15:54:58, 1445.786, 34.998538970947, 35.046539306641, 
97 second part, 5, 27/11/2018, 15:54:59, 1475.378, 33.470630645752, 33.518630981445, 
97 second part, 5, 27/11/2018, 15:54:59, 1505.473, 32.18083190918, 32.228832244873, 
97 second part, 5, 27/11/2018, 15:54:59, 1535.677, 30.798023223877, 30.846025466919, 
