Participant, Trial, Date, Time, Reference Orientation, Submitted Orientation, Rotations (Relative to Reference Orientation), Heading File, Gyroscope File, Accelerometer File
45, 1, 07/11/2018, 14:11:16, 179.3522644043, 181.33250427246, 90, heading_data_45_trial_1_on_07-11-2018_14-11-16.csv, gyroscope_data_45_trial_1_on_07-11-2018_14-11-16.csv, accelerometer_data_45_trial_1_on_07-11-2018_14-11-16.csv
45, 2, 07/11/2018, 14:11:50, 179.3522644043, 188.89263916016, 90.553565185882 > -210.61624058171, heading_data_45_trial_2_on_07-11-2018_14-11-50.csv, gyroscope_data_45_trial_2_on_07-11-2018_14-11-50.csv, accelerometer_data_45_trial_2_on_07-11-2018_14-11-50.csv
45, 3, 07/11/2018, 14:12:12, 179.3522644043, 212.29873657227, 120.3547482879, heading_data_45_trial_3_on_07-11-2018_14-12-12.csv, gyroscope_data_45_trial_3_on_07-11-2018_14-12-12.csv, accelerometer_data_45_trial_3_on_07-11-2018_14-12-12.csv
45, 4, 07/11/2018, 14:12:41, 179.3522644043, 307.07653808594, 300.32360686255, heading_data_45_trial_4_on_07-11-2018_14-12-41.csv, gyroscope_data_45_trial_4_on_07-11-2018_14-12-41.csv, accelerometer_data_45_trial_4_on_07-11-2018_14-12-41.csv
45, 5, 07/11/2018, 14:13:34, 179.3522644043, 128.26460266113, 145.04202363553 > -230.88238134182, heading_data_45_trial_5_on_07-11-2018_14-13-34.csv, gyroscope_data_45_trial_5_on_07-11-2018_14-13-34.csv, accelerometer_data_45_trial_5_on_07-11-2018_14-13-34.csv
45, 6, 07/11/2018, 14:14:13, 179.3522644043, 261.40368652344, 227.72631099391 > -129.83919283006, heading_data_45_trial_6_on_07-11-2018_14-14-13.csv, gyroscope_data_45_trial_6_on_07-11-2018_14-14-13.csv, accelerometer_data_45_trial_6_on_07-11-2018_14-14-13.csv
45, 7, 07/11/2018, 14:14:54, 179.3522644043, 89.405754089355, -225.56726640986 > 291.15040954614, heading_data_45_trial_7_on_07-11-2018_14-14-54.csv, gyroscope_data_45_trial_7_on_07-11-2018_14-14-54.csv, accelerometer_data_45_trial_7_on_07-11-2018_14-14-54.csv
45, 8, 07/11/2018, 14:15:45, 179.3522644043, 241.4899597168, 289.44003482818 > -264.78745672688 > 70.773824924731, heading_data_45_trial_8_on_07-11-2018_14-15-45.csv, gyroscope_data_45_trial_8_on_07-11-2018_14-15-45.csv, accelerometer_data_45_trial_8_on_07-11-2018_14-15-45.csv
45, 9, 07/11/2018, 14:16:38, 179.3522644043, 175.06896972656, -202.55724663471 > 310.25767442337 > -192.50599888093, heading_data_45_trial_9_on_07-11-2018_14-16-38.csv, gyroscope_data_45_trial_9_on_07-11-2018_14-16-38.csv, accelerometer_data_45_trial_9_on_07-11-2018_14-16-38.csv
45, 10, 07/11/2018, 14:17:51, 179.3522644043, 175.25068664551, 90.640149669524, heading_data_45_trial_10_on_07-11-2018_14-17-51.csv, gyroscope_data_45_trial_10_on_07-11-2018_14-17-51.csv, accelerometer_data_45_trial_10_on_07-11-2018_14-17-51.csv
45, 11, 07/11/2018, 14:18:15, 179.3522644043, 143.83836364746, -120.96375653207, heading_data_45_trial_11_on_07-11-2018_14-18-15.csv, gyroscope_data_45_trial_11_on_07-11-2018_14-18-15.csv, accelerometer_data_45_trial_11_on_07-11-2018_14-18-15.csv
45, 12, 07/11/2018, 14:18:58, 179.3522644043, 241.26545715332, 225.97102193108, heading_data_45_trial_12_on_07-11-2018_14-18-58.csv, gyroscope_data_45_trial_12_on_07-11-2018_14-18-58.csv, accelerometer_data_45_trial_12_on_07-11-2018_14-18-58.csv
45, 13, 07/11/2018, 14:19:27, 179.3522644043, 348.43829345703, 340.31489241816, heading_data_45_trial_13_on_07-11-2018_14-19-27.csv, gyroscope_data_45_trial_13_on_07-11-2018_14-19-27.csv, accelerometer_data_45_trial_13_on_07-11-2018_14-19-27.csv
45, 14, 07/11/2018, 14:19:56, 179.3522644043, 151.42025756836, -232.04576912487, heading_data_45_trial_14_on_07-11-2018_14-19-56.csv, gyroscope_data_45_trial_14_on_07-11-2018_14-19-56.csv, accelerometer_data_45_trial_14_on_07-11-2018_14-19-56.csv
45, 15, 07/11/2018, 14:20:25, 179.3522644043, 43.969226837158, -301.8659776936, heading_data_45_trial_15_on_07-11-2018_14-20-25.csv, gyroscope_data_45_trial_15_on_07-11-2018_14-20-25.csv, accelerometer_data_45_trial_15_on_07-11-2018_14-20-25.csv
45, 16, 07/11/2018, 14:20:55, 179.3522644043, 146.04052734375, 323.57386457844, heading_data_45_trial_16_on_07-11-2018_14-20-55.csv, gyroscope_data_45_trial_16_on_07-11-2018_14-20-55.csv, accelerometer_data_45_trial_16_on_07-11-2018_14-20-55.csv
45, 17, 07/11/2018, 14:21:42, 179.3522644043, 106.35198974609, 227.6025622025 > -130.82827888764, heading_data_45_trial_17_on_07-11-2018_14-21-42.csv, gyroscope_data_45_trial_17_on_07-11-2018_14-21-42.csv, accelerometer_data_45_trial_17_on_07-11-2018_14-21-42.csv
45, 18, 07/11/2018, 14:22:20, 179.3522644043, 281.94891357422, 225.29686666732 > -289.53740487368, heading_data_45_trial_18_on_07-11-2018_14-22-20.csv, gyroscope_data_45_trial_18_on_07-11-2018_14-22-20.csv, accelerometer_data_45_trial_18_on_07-11-2018_14-22-20.csv
45, 19, 07/11/2018, 14:23:03, 179.3522644043, 141.90124511719, -281.61148642389 > 430.92794406076, heading_data_45_trial_19_on_07-11-2018_14-23-03.csv, gyroscope_data_45_trial_19_on_07-11-2018_14-23-03.csv, accelerometer_data_45_trial_19_on_07-11-2018_14-23-03.csv
